county,year,site_id,site_type,no_of_bees,sample_date
Hamilton,2017,46,Agricultural,0,07/06/2017
Hamilton,2017,46,Agricultural,0,07/06/2017
Hamilton,2017,46,Agricultural,0,07/06/2017
Hamilton,2017,46,Agricultural,0,07/06/2017
Hamilton,2017,46,Agricultural,0,07/06/2017
Hamilton,2017,46,Agricultural,0,07/06/2017
Hamilton,2017,46,Agricultural,0,07/06/2017
Hamilton,2017,46,Agricultural,0,07/06/2017
Hamilton,2017,46,Agricultural,0,07/06/2017
Hamilton,2017,46,Agricultural,18,07/26/2017
Hamilton,2017,46,Agricultural,1,07/26/2017
Hamilton,2017,46,Agricultural,11,07/26/2017
Hamilton,2017,46,Agricultural,0,07/26/2017
Hamilton,2017,46,Agricultural,0,07/26/2017
Hamilton,2017,46,Agricultural,0,07/26/2017
Hamilton,2017,46,Agricultural,0,07/26/2017
Hamilton,2017,46,Agricultural,0,07/26/2017
Hamilton,2017,46,Agricultural,0,07/26/2017
Hamilton,2017,46,Agricultural,1,07/26/2017
Hamilton,2017,46,Agricultural,0,07/26/2017
Hamilton,2017,46,Agricultural,0,07/26/2017
Hamilton,2017,46,Agricultural,0,07/26/2017
Hamilton,2017,46,Agricultural,0,07/26/2017
Bruce,2017,48,Natural,9,06/28/2017
Bruce,2017,48,Natural,1,06/28/2017
Bruce,2017,48,Natural,4,06/28/2017
Bruce,2017,48,Natural,0,06/28/2017
Bruce,2017,48,Natural,0,06/28/2017
Bruce,2017,48,Natural,0,06/28/2017
Bruce,2017,48,Natural,0,06/28/2017
Bruce,2017,48,Natural,0,06/28/2017
Bruce,2017,48,Natural,0,06/28/2017
Bruce,2017,48,Natural,0,06/28/2017
Bruce,2017,48,Natural,0,06/28/2017
Bruce,2017,48,Natural,0,06/28/2017
Bruce,2017,48,Natural,0,06/28/2017
Bruce,2017,48,Natural,0,06/28/2017
Bruce,2017,48,Natural,1,07/28/2017
Bruce,2017,48,Natural,0,07/28/2017
Bruce,2017,48,Natural,4,07/28/2017
Bruce,2017,48,Natural,0,07/28/2017
Bruce,2017,48,Natural,1,07/28/2017
Bruce,2017,48,Natural,0,07/28/2017
Bruce,2017,48,Natural,0,07/28/2017
Bruce,2017,48,Natural,0,07/28/2017
Bruce,2017,48,Natural,0,07/28/2017
Bruce,2017,48,Natural,0,07/28/2017
Bruce,2017,48,Natural,0,07/28/2017
Bruce,2017,48,Natural,0,07/28/2017
Bruce,2017,48,Natural,0,07/28/2017
Bruce,2017,48,Natural,0,07/28/2017
Huron,2017,50,Agricultural,6,06/27/2017
Huron,2017,50,Agricultural,0,06/27/2017
Huron,2017,50,Agricultural,0,06/27/2017
Huron,2017,50,Agricultural,0,06/27/2017
Huron,2017,50,Agricultural,0,06/27/2017
Huron,2017,50,Agricultural,0,06/27/2017
Huron,2017,50,Agricultural,0,06/27/2017
Huron,2017,50,Agricultural,1,06/27/2017
Huron,2017,50,Agricultural,0,06/27/2017
Huron,2017,50,Agricultural,0,06/27/2017
Huron,2017,50,Agricultural,0,06/27/2017
Huron,2017,50,Agricultural,0,06/27/2017
Huron,2017,50,Agricultural,0,06/27/2017
Huron,2017,50,Agricultural,0,06/27/2017
Lambton,2017,54,Natural,0,08/18/2017
Lambton,2017,54,Natural,8,08/18/2017
Lambton,2017,54,Natural,17,08/18/2017
Lambton,2017,54,Natural,0,08/18/2017
Lambton,2017,54,Natural,0,08/18/2017
Lambton,2017,54,Natural,0,08/18/2017
Lambton,2017,54,Natural,0,08/18/2017
Lambton,2017,54,Natural,2,08/18/2017
Lambton,2017,54,Natural,0,08/18/2017
Lambton,2017,54,Natural,0,08/18/2017
Lambton,2017,54,Natural,0,08/18/2017
Lambton,2017,54,Natural,0,08/18/2017
Lambton,2017,54,Natural,0,08/18/2017
Lambton,2017,54,Natural,0,08/18/2017
Elgin,2017,55,Agricultural,9,07/19/2017
Elgin,2017,55,Agricultural,5,07/19/2017
Elgin,2017,55,Agricultural,6,07/19/2017
Elgin,2017,55,Agricultural,0,07/19/2017
Elgin,2017,55,Agricultural,0,07/19/2017
Elgin,2017,55,Agricultural,0,07/19/2017
Elgin,2017,55,Agricultural,0,07/19/2017
Elgin,2017,55,Agricultural,1,07/19/2017
Elgin,2017,55,Agricultural,0,07/19/2017
Elgin,2017,55,Agricultural,0,07/19/2017
Elgin,2017,55,Agricultural,0,07/19/2017
Elgin,2017,55,Agricultural,0,07/19/2017
Elgin,2017,55,Agricultural,0,07/19/2017
Elgin,2017,55,Agricultural,0,07/19/2017
Perth,2017,57,Agricultural,0,06/16/2016
Perth,2017,57,Agricultural,0,06/16/2016
Perth,2017,57,Agricultural,0,06/16/2016
Perth,2017,57,Agricultural,0,06/16/2016
Perth,2017,57,Agricultural,0,06/16/2016
Perth,2017,57,Agricultural,0,06/16/2016
Perth,2017,57,Agricultural,0,06/16/2016
Perth,2017,57,Agricultural,0,06/16/2016
Perth,2017,57,Agricultural,0,06/16/2016
Perth,2017,57,Agricultural,0,06/16/2016
Perth,2017,57,Agricultural,0,06/16/2016
Perth,2017,57,Agricultural,0,06/16/2016
Perth,2017,57,Agricultural,0,06/16/2016
Perth,2017,57,Agricultural,0,06/16/2016
Perth,2017,57,Agricultural,46,07/04/2017
Perth,2017,57,Agricultural,9,07/04/2017
Perth,2017,57,Agricultural,1,07/04/2017
Perth,2017,57,Agricultural,1,07/04/2017
Perth,2017,57,Agricultural,0,07/04/2017
Perth,2017,57,Agricultural,0,07/04/2017
Perth,2017,57,Agricultural,0,07/04/2017
Perth,2017,57,Agricultural,1,07/04/2017
Perth,2017,57,Agricultural,0,07/04/2017
Perth,2017,57,Agricultural,0,07/04/2017
Perth,2017,57,Agricultural,0,07/04/2017
Perth,2017,57,Agricultural,0,07/04/2017
Perth,2017,57,Agricultural,0,07/04/2017
Perth,2017,57,Agricultural,0,07/04/2017
Perth,2017,57,Agricultural,0,08/03/2017
Perth,2017,57,Agricultural,3,08/03/2017
Perth,2017,57,Agricultural,16,08/03/2017
Perth,2017,57,Agricultural,0,08/03/2017
Perth,2017,57,Agricultural,0,08/03/2017
Perth,2017,57,Agricultural,0,08/03/2017
Perth,2017,57,Agricultural,0,08/03/2017
Perth,2017,57,Agricultural,0,08/03/2017
Perth,2017,57,Agricultural,0,08/03/2017
Perth,2017,57,Agricultural,0,08/03/2017
Perth,2017,57,Agricultural,0,08/03/2017
Perth,2017,57,Agricultural,0,08/03/2017
Perth,2017,57,Agricultural,0,08/03/2017
Perth,2017,57,Agricultural,0,08/03/2017
Elgin,2017,59,Agricultural,0,06/08/2017
Elgin,2017,59,Agricultural,1,06/08/2017
Elgin,2017,59,Agricultural,0,06/08/2017
Elgin,2017,59,Agricultural,0,06/08/2017
Elgin,2017,59,Agricultural,0,06/08/2017
Elgin,2017,59,Agricultural,0,06/08/2017
Elgin,2017,59,Agricultural,0,06/08/2017
Elgin,2017,59,Agricultural,0,06/08/2017
Elgin,2017,59,Agricultural,0,06/08/2017
Elgin,2017,59,Agricultural,0,06/08/2017
Elgin,2017,59,Agricultural,0,06/08/2017
Elgin,2017,59,Agricultural,0,06/08/2017
Elgin,2017,59,Agricultural,0,06/08/2017
Elgin,2017,59,Agricultural,0,06/08/2017
Elgin,2017,60,Agricultural,16,06/09/2017
Elgin,2017,60,Agricultural,3,06/09/2017
Elgin,2017,60,Agricultural,5,06/09/2017
Elgin,2017,60,Agricultural,0,06/09/2017
Elgin,2017,60,Agricultural,0,06/09/2017
Elgin,2017,60,Agricultural,1,06/09/2017
Elgin,2017,60,Agricultural,0,06/09/2017
Elgin,2017,60,Agricultural,0,06/09/2017
Elgin,2017,60,Agricultural,0,06/09/2017
Elgin,2017,60,Agricultural,0,06/09/2017
Elgin,2017,60,Agricultural,0,06/09/2017
Elgin,2017,60,Agricultural,0,06/09/2017
Elgin,2017,60,Agricultural,0,06/09/2017
Elgin,2017,60,Agricultural,0,06/09/2017
Wellington,2017,60,Agricultural,6,08/03/2017
Wellington,2017,60,Agricultural,0,08/03/2017
Wellington,2017,60,Agricultural,0,08/03/2017
Wellington,2017,60,Agricultural,0,08/03/2017
Wellington,2017,60,Agricultural,0,08/03/2017
Wellington,2017,60,Agricultural,0,08/03/2017
Wellington,2017,60,Agricultural,0,08/03/2017
Wellington,2017,60,Agricultural,1,08/03/2017
Wellington,2017,60,Agricultural,0,08/03/2017
Wellington,2017,60,Agricultural,0,08/03/2017
Wellington,2017,60,Agricultural,0,08/03/2017
Wellington,2017,60,Agricultural,0,08/03/2017
Wellington,2017,60,Agricultural,0,08/03/2017
Wellington,2017,60,Agricultural,0,08/03/2017
Lambton,2017,61,Natural,4,06/14/2017
Lambton,2017,61,Natural,0,06/14/2017
Lambton,2017,61,Natural,0,06/14/2017
Lambton,2017,61,Natural,0,06/14/2017
Lambton,2017,61,Natural,0,06/14/2017
Lambton,2017,61,Natural,0,06/14/2017
Lambton,2017,61,Natural,0,06/14/2017
Lambton,2017,61,Natural,0,06/14/2017
Lambton,2017,61,Natural,0,06/14/2017
Lambton,2017,61,Natural,0,06/14/2017
Lambton,2017,61,Natural,0,06/14/2017
Lambton,2017,61,Natural,0,06/14/2017
Lambton,2017,61,Natural,0,06/14/2017
Lambton,2017,61,Natural,0,06/14/2017
Chatham-Kent,2017,62,Agricultural,0,06/19/2017
Chatham-Kent,2017,62,Agricultural,2,06/19/2017
Chatham-Kent,2017,62,Agricultural,2,06/19/2017
Chatham-Kent,2017,62,Agricultural,0,06/19/2017
Chatham-Kent,2017,62,Agricultural,0,06/19/2017
Chatham-Kent,2017,62,Agricultural,0,06/19/2017
Chatham-Kent,2017,62,Agricultural,0,06/19/2017
Chatham-Kent,2017,62,Agricultural,0,06/19/2017
Chatham-Kent,2017,62,Agricultural,0,06/19/2017
Chatham-Kent,2017,62,Agricultural,0,06/19/2017
Chatham-Kent,2017,62,Agricultural,0,06/19/2017
Chatham-Kent,2017,62,Agricultural,0,06/19/2017
Chatham-Kent,2017,62,Agricultural,0,06/19/2017
Chatham-Kent,2017,62,Agricultural,0,06/19/2017
Essex,2017,62,Agricultural,0,08/16/2017
Essex,2017,62,Agricultural,0,08/16/2017
Essex,2017,62,Agricultural,8,08/16/2017
Essex,2017,62,Agricultural,2,08/16/2017
Essex,2017,62,Agricultural,0,08/16/2017
Essex,2017,62,Agricultural,0,08/16/2017
Essex,2017,62,Agricultural,0,08/16/2017
Essex,2017,62,Agricultural,0,08/16/2017
Essex,2017,62,Agricultural,0,08/16/2017
Essex,2017,62,Agricultural,0,08/16/2017
Essex,2017,62,Agricultural,0,08/16/2017
Essex,2017,62,Agricultural,0,08/16/2017
Essex,2017,62,Agricultural,0,08/16/2017
Essex,2017,62,Agricultural,0,08/16/2017
Lambton,2017,63,Agricultural,5,06/26/2017
Lambton,2017,63,Agricultural,1,06/26/2017
Lambton,2017,63,Agricultural,2,06/26/2017
Lambton,2017,63,Agricultural,0,06/26/2017
Lambton,2017,63,Agricultural,0,06/26/2017
Lambton,2017,63,Agricultural,0,06/26/2017
Lambton,2017,63,Agricultural,0,06/26/2017
Lambton,2017,63,Agricultural,0,06/26/2017
Lambton,2017,63,Agricultural,0,06/26/2017
Lambton,2017,63,Agricultural,0,06/26/2017
Lambton,2017,63,Agricultural,0,06/26/2017
Lambton,2017,63,Agricultural,0,06/26/2017
Lambton,2017,63,Agricultural,0,06/26/2017
Lambton,2017,63,Agricultural,0,06/26/2017
Bruce,2017,64,Agricultural,0,06/28/2017
Bruce,2017,64,Agricultural,1,06/28/2017
Bruce,2017,64,Agricultural,1,06/28/2017
Bruce,2017,64,Agricultural,0,06/28/2017
Bruce,2017,64,Agricultural,0,06/28/2017
Bruce,2017,64,Agricultural,0,06/28/2017
Bruce,2017,64,Agricultural,0,06/28/2017
Bruce,2017,64,Agricultural,0,06/28/2017
Bruce,2017,64,Agricultural,0,06/28/2017
Bruce,2017,64,Agricultural,0,06/28/2017
Bruce,2017,64,Agricultural,0,06/28/2017
Bruce,2017,64,Agricultural,0,06/28/2017
Bruce,2017,64,Agricultural,0,06/28/2017
Bruce,2017,64,Agricultural,0,06/28/2017
Bruce,2017,64,Agricultural,0,08/14/2017
Bruce,2017,64,Agricultural,0,08/14/2017
Bruce,2017,64,Agricultural,0,08/14/2017
Bruce,2017,64,Agricultural,0,08/14/2017
Bruce,2017,64,Agricultural,0,08/14/2017
Bruce,2017,64,Agricultural,0,08/14/2017
Bruce,2017,64,Agricultural,0,08/14/2017
Bruce,2017,64,Agricultural,0,08/14/2017
Bruce,2017,64,Agricultural,0,08/14/2017
Bruce,2017,64,Agricultural,0,08/14/2017
Bruce,2017,64,Agricultural,0,08/14/2017
Bruce,2017,64,Agricultural,0,08/14/2017
Bruce,2017,64,Agricultural,0,08/14/2017
Bruce,2017,64,Agricultural,0,08/14/2017
Wellington,2017,65,Agricultural,13,07/11/2017
Wellington,2017,65,Agricultural,2,07/11/2017
Wellington,2017,65,Agricultural,2,07/11/2017
Wellington,2017,65,Agricultural,0,07/11/2017
Wellington,2017,65,Agricultural,0,07/11/2017
Wellington,2017,65,Agricultural,0,07/11/2017
Wellington,2017,65,Agricultural,0,07/11/2017
Wellington,2017,65,Agricultural,0,07/11/2017
Wellington,2017,65,Agricultural,0,07/11/2017
Wellington,2017,65,Agricultural,0,07/11/2017
Wellington,2017,65,Agricultural,0,07/11/2017
Wellington,2017,65,Agricultural,0,07/11/2017
Wellington,2017,65,Agricultural,0,07/11/2017
Wellington,2017,65,Agricultural,0,07/11/2017
Wellington,2017,65,Agricultural,0,08/16/2017
Wellington,2017,65,Agricultural,0,08/16/2017
Wellington,2017,65,Agricultural,0,08/16/2017
Wellington,2017,65,Agricultural,0,08/16/2017
Wellington,2017,65,Agricultural,0,08/16/2017
Wellington,2017,65,Agricultural,1,08/16/2017
Wellington,2017,65,Agricultural,0,08/16/2017
Wellington,2017,65,Agricultural,0,08/16/2017
Wellington,2017,65,Agricultural,0,08/16/2017
Wellington,2017,65,Agricultural,0,08/16/2017
Wellington,2017,65,Agricultural,0,08/16/2017
Wellington,2017,65,Agricultural,0,08/16/2017
Wellington,2017,65,Agricultural,0,08/16/2017
Wellington,2017,65,Agricultural,0,08/16/2017
Chatham-Kent,2017,66,Agricultural,0,08/15/2017
Chatham-Kent,2017,66,Agricultural,2,08/15/2017
Chatham-Kent,2017,66,Agricultural,7,08/15/2017
Chatham-Kent,2017,66,Agricultural,0,08/15/2017
Chatham-Kent,2017,66,Agricultural,0,08/15/2017
Chatham-Kent,2017,66,Agricultural,0,08/15/2017
Chatham-Kent,2017,66,Agricultural,0,08/15/2017
Chatham-Kent,2017,66,Agricultural,0,08/15/2017
Chatham-Kent,2017,66,Agricultural,0,08/15/2017
Chatham-Kent,2017,66,Agricultural,0,08/15/2017
Chatham-Kent,2017,66,Agricultural,0,08/15/2017
Chatham-Kent,2017,66,Agricultural,0,08/15/2017
Chatham-Kent,2017,66,Agricultural,0,08/15/2017
Chatham-Kent,2017,66,Agricultural,0,08/15/2017
Oxford,2017,67,Natural,0,06/07/2017
Oxford,2017,67,Natural,0,06/07/2017
Oxford,2017,67,Natural,0,06/07/2017
Oxford,2017,67,Natural,0,06/07/2017
Oxford,2017,67,Natural,0,06/07/2017
Oxford,2017,67,Natural,0,06/07/2017
Oxford,2017,67,Natural,0,06/07/2017
Oxford,2017,67,Natural,0,06/07/2017
Oxford,2017,67,Natural,0,06/07/2017
Oxford,2017,67,Natural,0,06/07/2017
Oxford,2017,67,Natural,0,06/07/2017
Oxford,2017,67,Natural,0,06/07/2017
Oxford,2017,67,Natural,0,06/07/2017
Oxford,2017,67,Natural,0,06/07/2017
